NB_GRAPHS                 10
UNDIRECTED GRAPH      
NB_NODES                 100
NB_EDGES                 479
LIST_OF_EDGES 	 COSTS
   29    30     6
   30    31    72
   31    32    98
   32    33    48
   33    34    83
   34    35    30
   35    36    47
   36    37     8
   37    38    13
   38    39    14
   39    40    72
   40    41    17
   41    42    24
   42    43    13
   43    44    44
   44    45    72
   45    46    47
   46    47    69
   47    48    64
   48    49    82
   49    50    86
   50    51    10
   51    52    48
   52    53    31
   53    54    12
   54    55    64
   55    56    47
   56    57    73
   57    58    25
   58    59    75
   59    60    92
   60    61    42
   61    62    27
   62    63     5
   63    64    38
   64    65    60
   65    66    17
   66    67    49
   67    68    43
   68    69    48
   69    70     9
   70    71    35
   71    72    81
   72    73    21
   73    74    42
   74    75    42
   75    76     1
   76    77    11
   77    78    11
   78    79    32
   79    80    28
   80    81    33
   81    82    58
   82    83    46
   83    84    82
   84    85    45
   85    86    89
   86    87    53
   87    88    15
   88    89    68
   89    90    40
   90    91     5
   91    92    29
   92    93    79
   93    94    57
   94    95    12
   95    96    79
   96    97    40
   97    98    31
   98    99    27
    4    38    60
    8    29    16
   57    98    81
   91    51    16
   54    67    14
   72    18    98
   52    67    98
   62     2    41
    3    89    38
   63    60    25
   28    68    53
   18    33    18
   16    20    24
   24    77    38
   86     7     6
    8     5    37
   58    19    33
   26    44    58
   45    54    16
   64    32    10
   44    23    39
   57    18    48
   97    68    52
   77    48    51
   13    75    35
   75    58    20
   91    20    43
    6    34    73
   58    99    29
   66    51    94
   70    57    84
   34    45    51
   52    92    65
    4     4     8
   12     4    59
   82     3    88
   56    66    94
   95    75    95
   91    41    13
   28    93    32
   26    72    74
   26    95    53
   22    88    23
    6     2    92
   33    48    59
   47    12    77
   33     2    81
   38    60    32
    4    57    11
   87    63    96
   41    72    29
   50    14    19
   25    41     7
   16    26    52
   34     3     9
   74    37    28
   97    29    47
   48    29     2
    0    29    75
   46    59    64
   56     8    60
    1    42    92
   35    88    42
   26    31    82
   69    60    99
   48    79    95
   84    66    54
   12    39    85
   98    96    32
   58    20    27
   87    42    39
   41    65    37
   24    22    38
   28    48    61
   14    92    60
   25    35    53
   74    77    71
   23    42     9
   88    29    14
   15    66    28
   65    75    99
   52    42    58
   40    66    73
   53    20    64
   16    47    87
   84    36    36
   55    69    26
   50    45    56
   72    89    37
   22    83    40
    1    10    68
   47    36    41
   89    89    34
   27     6     6
   13    79   100
   82    50    23
   91    35    23
   35     7     3
   52    54    41
   31    13    87
   41    14    55
   91    40    40
   49    60     4
   67    43    85
   38    74    74
   59    63    26
   81    48    10
   69    10    24
   90     2    75
   50    28   100
   18     0    32
   25    97    27
   21    55    97
   66    84    64
UNDIRECTED GRAPH      
NB_NODES                 100
NB_EDGES                 972
LIST_OF_EDGES 	 COSTS
    0     1    79
    1     2    69
    2     3    98
    3     4    43
    4     5    54
    5     6     1
    6     7    42
    7     8     1
    8     9    33
    9    10    69
   10    11    66
   11    12    30
   12    13    24
   13    14    33
   14    15    40
   15    16    85
   16    17    84
   17    18    61
   18    19    14
   19    20    84
   20    21    38
   21    22     7
   22    23    61
   23    24    36
   24    25    74
   25    26    53
   26    27     9
   27    28     5
   28    29    65
   29    30     8
   30    31    87
   31    32    58
   32    33     5
   33    34    37
   34    35    28
   35    36    15
   36    37    31
   37    38    40
   38    39    57
   39    40     5
   40    41    97
   41    42    71
   42    43     7
   43    44     5
   44    45    95
   45    46    21
   46    47    43
   47    48    36
   48    49    51
   49    50    12
   50    51     7
   51    52    66
   52    53    56
   53    54    61
   54    55     9
   55    56    14
   56    57    67
   57    58    51
   58    59    98
   59    60    51
   60    61    16
   61    62    97
   62    63    94
   63    64    33
   64    65    35
   65    66     4
   66    67    40
   67    68    81
   68    69     6
   69    70   100
   70    71    94
   71    72    47
   72    73    78
   73    74    92
   74    75    26
   75    76    36
   76    77    39
   77    78    72
   78    79    21
   79    80    68
   80    81    13
   81    82    61
   82    83    64
   83    84    67
   84    85    68
   85    86    51
   86    87    87
   87    88    51
   88    89     2
   89    90    34
   90    91    11
   91    92    88
   92    93    50
   93    94    90
   94    95    55
   95    96    49
   96    97    59
   97    98    12
   98    99    15
   67    98    99
   75    63    20
   87     8    86
   53    59    47
   42    78    58
   95    62    29
   97    98    26
   62    22    25
   60     3     2
   44     2    74
   91    42    54
   63    43    41
   68    45    38
   22    80     1
   99    39    29
   88    76    87
   50    97    22
    0    49   100
   51    57    16
   95    78    38
   23     3     9
   99    89    84
   67    78    13
   73    84    91
   82    31    31
   43    74    82
   73    19    24
   61    81    75
   61    38    41
   27    41    29
    0     4   100
   79    85    92
    8    49     3
   14    32    22
   57    27    24
   23    89    53
   18    96    96
   37    53    14
   85    91    46
   73    78     2
   19     5    48
   68    63    87
   60    70    71
   35    98    65
   25    64    46
   45    86    29
   56    22    78
   54    83    71
   81    82    47
   76    68    96
   47    23    63
   83    54    87
   54    43    54
   16    35    12
   12    20    10
   20    36    16
   84    38    57
   82     0    36
   20    63    36
   16    98    92
   24    24    75
   87    68    97
    0    44    31
   11    58    74
   67    59    85
   80     3    45
   48    54    61
   96    34    25
   34     0    19
   70    74    82
   71     5    46
   39    73    33
   50    76    88
   56    58    50
   32    57    51
   92    10    54
    5    42    28
   37    17    27
   15     1    89
   46     1    24
   56    82    91
    4    49    37
   78    68    15
   56    67    41
   73    34    83
   23    24     7
   19    21    30
   40    76     7
   87    38    40
   67    77    73
   87    70    77
   21    18    24
   88    70    41
   84    79    25
   86    65    58
   29    77    87
   20    20    24
    2    72    13
    5    38    14
   32    55    91
   55    88    83
   12    39    42
   59    73    59
   99    98    38
   24    36    51
   14    97    72
   51    84    85
   24    27    97
   70     9    71
   23    20    42
   22    64    24
   80    98    92
    6    52     3
   44    32     8
   44    12    14
   83    29    10
   70    49    84
   19    42    56
   51    40    92
   87    84     3
   28    44    87
   57    36    78
   49    32     1
   23    83    82
   93    26    34
   10    58    83
   47    14    82
    3    36    37
    8    37    30
   51    85    96
   27    75     3
   11    54    62
   61    80    81
   29    53    92
   17    99    93
   48    66     4
   47    51    39
   79     2   100
   82    52    84
   90    44    68
   82    89    51
   95    14    56
   92    16    81
   48    95    14
   43    14    48
   43    83    89
   33    15    95
   85    61    38
   21    85    82
   63    84    65
   49    86    24
   43     9    85
   28    57    46
   18    22    96
   45    16    24
    7    85    21
   66    12    73
   97    49     9
   42    63    94
    9    77    61
   15    11    14
   22    48    10
    9    65    80
   72    77    96
   32    24    75
   39    80    36
   62    72     1
   43    39    58
   55    83    16
    6    86    60
   54    14    78
   33    24    48
    9    80    61
   48    66    37
   56    97    49
   62    46    22
   14    56    21
   80    21    76
   83    20    59
   36    50    41
   37    63    82
   91    97     9
   39    33    70
   44    95    61
   91     9    80
   59    65    69
   20    23    83
    4    17    48
   50    39    52
   76     7    28
   73    88    80
   88    20    58
   67    29    73
   85    89    70
   15    67    66
   23     8    38
   13     5    90
   73    34    17
   72    84    64
   11    55     2
    4    56    69
   40    71    56
   76     1    20
   70    90    13
   78    75    90
   14    24    75
   75    99    15
   60    92    10
    4    99    83
   76    84    21
   26    34    31
   29    33    30
   26    38    25
   94    62     1
   38    93     4
   99    90   100
   30    65    39
   41    52    44
   65    85    47
   57     6    79
   29    34    92
   27    58    89
   11    15    60
   73    18    11
   45    29    95
   24    42    91
   66    85    25
    2    93    45
   22    15    50
   98    84    70
   31     3    89
   76    51    64
    7    81     8
   11    84     8
   28    61    47
   89    86    23
   26    27     4
   19     5    38
   12    93    79
   18    57    65
   96    65    51
   16    73    53
   85    79    11
   99    46    41
   71    80     4
   17     8    82
    5    97    65
   89    63    27
   50    97    34
   26    31    75
   58    84     2
   52    49    82
   27    79    18
   18    68     3
   88    45     7
   27    98    27
   58     8   100
   49    57    98
   90     1    48
   83    46     8
   22    94    30
   75    65    69
   92     7    50
   32    25     8
   86    16     5
   66    95    92
   74    49    56
   27    16     3
   83    99    22
   68    70     1
   87    46    37
   62    30    63
    2    98    11
    2    10    18
   65    61    59
   97    54    28
   25    77    60
   43    93     8
   23    71    70
    1    16    87
   34    23    66
   91    84    39
   82    22    79
   53    27    33
   81    69    95
   61    51    38
   46    75    12
   84     7    52
    1    61    21
   97     8     1
   94    58    64
   11    27    92
   81    42    92
   74    93    83
   44    96    83
   93    36     4
   65     1    86
   71    40    71
   85    64    95
   26    46    15
   28    53    38
    9    44    84
   55    11    80
   16    38    91
   82    52    86
   40    91    48
   61     3    92
   31     8    18
   93    59    73
   71    48     6
   38    54     5
   87    14    51
   76    32    18
   97    58     5
   58    12    53
   61    49    53
    4    90    41
   89    57    11
   22    33    76
   23    74     5
   33    31    45
   16    43    18
    2    98    69
    2    73    20
   98    38    23
   64    46    26
   41    19    16
   90    10    60
   32    25    20
   69    85    18
   23    17    21
   86    66    24
   52     8    52
   30     6    44
   79    96    62
   69    39    72
   51    18    33
   90     0    29
   19    53    41
   28    75    81
   97    73    33
   11    11    91
   58    48    15
   37    84    47
   64    94    96
   30    33    82
    1    97    62
   44    81    13
    2    44    47
   58    56    84
   99    45    38
   45    13    74
   64    74    16
   77    28    91
   97    17     3
   84    89    76
   31    42    14
   53    15    68
   34    77    42
   39    77     7
   72     5    63
   26    41    21
   40    36    73
   55    51    90
   46    66    76
   79    67    24
   81    43    10
    5    48    56
   41    32    68
   85    51    22
   29    56    18
   86    34    52
   73    20    77
   76    15    48
   16    66     3
   67    43    56
   16     0    59
   11    77    52
   35    13    43
   93    93    91
   56    78    14
   54    74    90
   39    15    56
   39    63    14
   18    13    61
    3     5    21
   89    80     9
    1    65    69
   30    95    41
   82    10    19
   64    37    74
   75    96    62
   92    47    57
   88    65    98
   43    87     3
   70    74     1
   16    70    88
   27    85     4
   28    46    44
   46    83    37
   25    35    34
   99    31     6
   28    63     1
   20    10    20
   68    59    81
   19    81    72
   45    72    65
   20    36    46
   54    58    23
   23    15    18
   31    10    92
   31    90    81
    7    41    88
   25    46    82
   75    24    98
   56    27    29
   25    55    65
    5    65    62
    6    71    43
   13    57    92
   89    10    63
   86    96    62
   21    33    13
   22    97    23
   73    63    14
    7    53    11
   81    76    18
   66    12    39
   78    89    76
   41     8    53
   98    60    28
   91    25    83
   34    74   100
   58     8    46
   59    11    17
   80    97    89
   16    93    72
   39    52    97
   52    92    18
   15    25   100
   67    42    79
   12    36    76
    5     4    85
   54    78    63
   92    53    50
   56    86    96
   46    69    16
   79    70    44
   50    90    47
   99     5    87
   92    26     3
   32    17    93
   91    58    30
    9    88    62
   37    26    60
   64    51    63
   66    49    74
   19    99    74
    3    49    49
   91    45    10
   62    23    45
   77    81    20
   82    91    65
   60    42    57
   64     5    90
   52    42    74
   27    71    24
   61    11    91
   72    63     7
   37    19    20
   42    22    40
   36     7    36
   22    73     3
    9    78    32
   53    52    20
   45    55    49
   76    70    10
   58     9    14
   24     9    46
   18    62    10
   14    13    50
   90    58    22
   88    56    71
   82    22    16
   71    30    10
   12    29    60
   91    50    86
   46    94    85
    3    38    77
   45     4     3
   70    60    72
   50    97    16
   36    85    17
   41     0    15
   48     9    84
   48    32    54
   39    92     1
   23    18    87
   22    60    65
    8    89    57
   55    68    49
   91    25    96
   92    92    59
   63    52    19
   44    92    34
   11    71    60
   15    85    59
   86    75    84
   63    41    93
   80    22    49
   67    60    38
   86     1    47
   75    69    82
   57    96     9
    6    37    34
   63    24    99
    6    87    97
   98    18    12
   61    67    94
   30    81    25
   84    94    74
   67    52    60
   80    31    60
   49    71    18
   99     4    91
   95    29    70
   82    97    21
    2    42    56
    7    15    21
    1    89    78
   37    31    26
   15    50    33
   38    66    66
   95    54    15
   51    40    15
   73    47    97
    0    68     2
   54    54    27
   41    16    31
   86    20    20
   68    72    65
    0    37    44
   67    74    43
   82    40    74
   35    42    48
   46    92    87
   95    75    65
   59     8    37
   63     8    42
   41     5    17
   52    18    72
   57    58    35
    7    67     8
   72     9    76
   62    29     4
   46    90    34
   25     5    30
   37    27    83
   96    45    38
   41    86     5
   94     3    94
   55    80    41
   53    93    37
   49    36    76
   54    79    53
   76    34    85
   11    81    37
   19    51    21
   76    60     4
   43    96    25
   30    15    68
   19     6    88
   76    17    13
   83     6    67
   79    36    66
   46    47    68
   39     9    71
    2    29     2
   42    70    10
   78    29    27
    4    68    18
   32    57    35
   77    73    95
   29    84    37
   68    98    73
   27    24    93
   68    78     7
   67    14    61
   88    95    42
   21    23    71
   82    22    34
   40    33    80
   99    87    90
   32    50    16
   67    90     1
   21    71    22
   56    69    51
   38    91    70
   43    67    62
   44    42     2
   23    26    29
   85    54     8
   67    62    22
   43    16    81
   53    92    91
   35    52    87
   13    33    87
   93    86    67
   98    84     5
   90    14    56
   26    50     1
   67     9   100
   20    77    24
   73     3    14
    5    47    49
   24    76    70
   16     5     6
   45    76    95
   40    23    22
   61    26    98
   88    33    29
   34    54    83
   28    11    59
   74    82    45
   48    20    86
   36    48    27
   14    80    97
   86    32    50
    9    61    69
   75     1    18
   11    94    92
   91    93   100
   92     8    47
    7    79    11
   14    51    52
   92    47    55
   79    35    20
   89    90    28
   96    94    38
   75    30    24
   52    30    32
    4    55    37
   43    64    51
   14    83     1
   49    55    11
    0    32    84
   90    43    41
   37    68    25
   13    94    68
   42    88    40
   73    24    13
    7    24    99
   66     4     5
   86    86    29
   68    35    28
   13    13    24
   75    95    79
   21    26    16
   81    85    85
   49    38    97
   26    89    16
   82    32    78
   70    66    61
   86    95    75
    2    92     3
   44    55    55
    4    78    39
    4    57    72
   99    55    47
   34    82    37
   12    52    73
   74    11    42
   83    85     6
   81    74    79
   66    70    96
    4    57    14
   29    58    67
    9    24    82
    5    10    49
    9    60    28
   67    18    79
   10     7    78
   64    78    14
    3    42    90
   73    93    49
   75    53    37
   22    85    62
   29    18     9
   84    13    39
   12     0    66
   84    10    35
   41    60    29
   47    68    57
   91    66    21
   78    25    52
   13    45    96
   86    45    99
   25    79    32
    4    44    16
   81    22    18
   41    54    51
   98    12    78
   67    18    49
   41    23    93
   52    14    55
   34     6    72
   64    75    41
   29     0    26
   49     5    53
   26    58    56
   13     6    20
   96    26    95
   88    99    17
   36    19    49
   35    36    56
   92    79    20
    7    57    89
   76    10    36
   79    38    83
   26    67    49
    6     9    12
   57    80    71
   19    59     6
   61    60    64
   94    32    66
   71    28     3
    7     7    57
   41    37    83
    2    64    13
   12    68    99
   82    50    48
   11     4    63
   52    18     5
   23    95    83
   39    26    50
   27    58    97
   26    56    71
    6    48    60
    0    11    88
   70    46    30
   96    77    45
   11    59     3
   86    14    70
   60    27    39
   20    15    47
   44    81    62
   78    52    99
   73    54     9
   86     1    85
   80    38    93
    8    80    68
   87    67     2
   76    44     6
   49    43    74
   73    53    71
   72    68    85
    2    29    44
   28    32    90
   59    33    19
   66    25    71
   74    17    41
   12    43    14
   45    81    14
   95    52    95
   18    84    76
   80    88    13
   96    97    44
   76    82    78
    7    22    46
   24    98    24
   58    85    40
   92    22    19
   35    52    84
   64    37    95
   60    63     7
   34    86    75
   32     0    80
   32    41     9
   83    90    51
   48    96    62
   31    27    26
   17     3    40
   88    49    28
   65    56    82
   43    48    25
    8    41    19
   10    65    82
   65    81    58
   89    99    75
   64    99     3
   22    42     2
   45    65    79
    6    64     7
   55    69    89
   77    60    95
   42    14    35
   84    45    25
   44    62    13
   63    22    56
   34    28     4
   53    39    92
   35     7    41
   66    20    70
   68    95    36
   39    43    19
   59    80    16
   65    45     2
   91    19    24
   56    67    51
   41    67    31
   64    71     7
   10    71    33
   88    89    84
   48    25    15
   29    93    12
   43    85    49
   72    54    24
   52    11    35
    1    86    40
   46    81     9
   46    39    19
   27    27    53
   85    33     4
   85    94    95
   57    88    56
   40     3    46
   98    45    87
   25    69    29
   89    38    14
   94    14    36
   38    47    31
   20    92    94
   61    34    59
   89    28    37
    1    57    62
   79    79    68
   32    57    83
   46    69    64
   29    33    66
    2    18    34
    9    51    10
   89    59     5
   74     2    60
   48    55    86
   81     7    66
   35    79    34
   78    43    43
   40    41    29
   13    90    69
   13     6    34
   53    88    48
   62    45    81
    8    68    18
   45    86    29
    4    27    58
   79     9    45
   98    22    93
   66    40    56
   48    26    98
   88    64    50
   78    11    84
   89    61    20
   91    99     9
    1    33    29
   12    37    90
   97     8    54
   85    46    20
   43    56     6
   56    23    36
   50    25    87
   12    40    81
   57    96    73
   26    68    17
UNDIRECTED GRAPH      
NB_NODES                 100
NB_EDGES                 893
LIST_OF_EDGES 	 COSTS
    0     1    55
    1     2    52
    2     3    72
    3     4    12
    4     5    67
    5     6    75
    6     7    28
    7     8    87
    8     9    27
    9    10    58
   10    11    40
   11    12    18
   12    13    24
   13    14    65
   14    15    80
   15    16    50
   16    17    39
   17    18     6
   18    19    85
   19    20     2
   20    21    25
   21    22    87
   22    23    51
   23    24    33
   24    25    18
   25    26    22
   26    27    47
   27    28    57
   28    29    32
   29    30    60
   30    31   100
   31    32    24
   32    33    27
   33    34     9
   34    35     4
   35    36    10
   36    37    40
   37    38    52
   38    39    30
   39    40    81
   40    41     2
   41    42    70
   42    43    19
   43    44    12
   44    45    26
   45    46    96
   46    47    51
   47    48    78
   48    49    47
   49    50    52
   50    51    61
   51    52    61
   52    53    37
   53    54    50
   54    55     4
   55    56    40
   56    57    36
   57    58     9
   58    59    54
   59    60    86
   60    61    61
   61    62    71
   62    63    12
   63    64     3
   64    65    20
   65    66    61
   66    67    66
   67    68    26
   68    69    11
   69    70    78
   70    71    23
   71    72    71
   72    73    36
   73    74    44
   74    75    25
   75    76    78
   76    77    70
   77    78    11
   78    79    15
   79    80    58
   80    81    53
   81    82    74
   82    83    84
   83    84    15
   84    85    44
   85    86     9
   86    87     3
   87    88    37
   88    89    19
   89    90    93
   90    91     9
   91    92    28
   92    93    93
   93    94     4
   94    95    89
   95    96    25
   96    97    87
   97    98    69
   98    99    40
   77    45    48
   97    57    64
   39    39    95
   10    63    55
   28    60    89
   69    31    43
   33     7    20
   23     7    21
   26    18    71
   92    23    92
   46    66    32
   76    75    46
   49    28    13
    8    32    41
   93    58    17
   49     1    43
    8    43    99
   63     9     6
    7    37    95
   89    68     9
   22     7    57
   78    76    62
   95    71    90
   33    75    50
   78     8     6
   67    67    17
    7     0    19
   47    81    68
   11    73    93
   20    21    16
   27    28    56
   62    38    14
   73    44    99
   29    52    67
    7    92    35
   55    42    53
   80    22    47
   73    76    13
   86     7    23
   10    21    39
   21    52    54
   75    31    45
   69    13    91
   66    44    11
   41    75    55
    8    87    20
   95    46    62
   51    93    85
    0    21    94
   76    60    44
    4    43     3
   83    88    36
    6    65    39
   62    14    32
   18    32    55
    4    48    77
    8    89    67
   66    98    11
   80    64    74
   23    31    67
   85     2    12
   49    19    70
   33    67    24
   29    32    59
   42    85    59
   71    84    75
   15    53    37
   99    38    84
   56    79     8
   57    21    89
   21    50   100
   87    80     1
   57    98    72
   61    84    83
   58    35    59
   74    86    30
   19    87    84
   94    95    28
   66    69    28
   39    81     5
    1    92    92
   16    47    66
   75    85   100
   27    76    99
   71    88    56
   96     9    19
   31    13    63
   30    78    66
   48    85    98
   44    72    47
   68    25     3
   76    14    94
   17    77    30
   19     9    19
   18    23    68
   86     4    15
   44    17    41
   35    30    27
   46    30    65
    1    90    80
   84    75    22
   22     1    82
   72    47    62
   88    29    25
    5    92    79
   53    56    53
   14    30     2
   57    92     1
   47    14    97
   54    46    90
   79    86     2
   82    43    27
   74    22    94
   41    59    27
   92    92    47
   23    87    50
   14    86    98
   81    85    79
    0    84    89
   24    93    27
   38    15     3
   18    35    85
   25    51    53
   84    53    93
   15    58   100
   94    70    64
    2    49    76
   47    14    26
   97     6    53
   66    91    57
   35    41    99
   87    58    95
    9    42    59
   72    62     1
   68    12    18
   49    96     3
   48    60    67
   40    58    53
   35    77    53
   82    45    41
   71     3    63
   12     8    22
   29    28    26
   34    99    70
   66    39    69
   48    16    15
   90    66    10
   49    62    82
   15    55    40
   95    71    95
   97    34     8
   50    92   100
   79    66    22
    2    96    33
   44    97    49
   20    58    78
   63    94    24
    4    45     2
   88    45    86
   74    53     9
   40    54    88
   16    12    69
   42    99    38
   35    59    34
   45    66    49
   48     6    39
   55    72    36
   63    17    10
    3    21    22
   16    20    27
   94    36    33
   78    89    13
   42    47    17
   59    55    50
   90    83    48
   66    27    86
   11    35    48
   34    41    98
   54    88    13
    7    90    95
   97    46    41
   24    25    68
   75    48    36
   71    43    60
    9     2    57
   22    80    43
   72    29    47
   66    81    53
   43    62    22
   48     2    30
   42    77     6
   85    71    21
   47    63    15
   67    76    17
   34    73    90
   21    93    51
   98    72    39
   30    54     6
   43    66    83
   57    22    95
   84    13    79
   19    71    21
   20    37    95
   35    25    53
   30    78    55
   48    88    31
   17    34    24
   11    55     7
   15    55    42
   95    18    47
   80    42    73
   48    34    86
   97     1    30
   63    48    41
   63    58    47
   60    81    90
   44    99    40
   18    90    77
   90    86    91
   27    98    54
   24    73    16
   70    78    88
   84    74    61
   11    25    58
   51    58    72
   12    86    50
   85    76    70
   42    25    32
   44    14    90
   30    60    15
   37    47    84
   95    60    70
   88    56    24
   19    36    43
   32    85     7
   41    68    69
   27    74    58
   80    84    69
   81    92    20
   83    25    89
   75    81    49
    5    40    34
   36     1    77
   24    61    37
   83    19     5
   91    82    64
   14    39    93
   77    79    64
   65    40    12
   33    64    82
   81    45     3
    3    44     5
   51    33    51
   62    53    27
   59    13    87
   95    96    76
    3    49    80
   85    16    82
   29    10    44
   36    18    64
   94    95    57
   77    35    42
   39    56    99
   42    34    39
   49    76    68
   91    96    42
   92    97    39
   45    74    78
    1    49    94
   53    99    41
   76    70    41
   72    54    85
   48    23    20
   99    87    94
    9    83    44
   20    51    39
   68    46    38
   94    69    73
   79    96    11
   77    99    77
   63    93    21
   78    82    12
    1    18    61
   70    52    89
   79    36    79
    7    36    79
   48    27    48
   71    56    36
   53     8    16
   83    81   100
   85    95    17
   32    99    83
   62    73    88
   36    34    79
   23    91    82
   69    66    11
   80    19    73
    1    28    72
   42    93    27
   55    45    53
   49    14    39
   75    37    38
   24    52    24
   53    95    67
   23    94    78
   37    97    26
   93    38    81
   44    56    32
   61    48     4
   17    15    80
   62    92    13
   64    47     3
   92    36    71
   50    23    57
   90    47    64
   99    66    82
   39     6    63
   53    55    37
   50    40    13
   84    60    87
   31    93    88
   42    65    48
   66    72    63
   72    74    20
    3    42    44
    5    20    16
    4    64    96
    4    81    65
   58    14    60
   36    26    15
   64    60    55
   17    87    33
   48    93    86
   35    90    39
   61    97    97
   99    34    93
   69     1    80
    3    69    41
   77    15    67
    8    36    78
   43     3    77
   76     1   100
   50    37    48
   10     2    49
   86    85    96
   74    47    20
   44    77    90
   60    40    85
   53    47    94
   22    39    50
   63     2    65
   79    29    20
   67    45    37
   99    41    87
   69    78    84
   79    45     8
   32    88    32
    7    61    77
   30    80     6
   29    42    75
   17    75    48
   74    82    47
   70    10    77
   27    47    23
   61    57    43
   91    51    52
   33    16    82
    5    43    73
    0    87    97
   69    47    34
    9    12    73
   68    52     3
   81    72    15
   71    75    29
   44    41    33
   22    90    33
   69    69    58
   47    62    85
   79    25     9
   11    81    88
   22     5    33
   76    22    12
   80    79    29
   94    71    17
   94    88    83
   60    34    86
   16    77    55
   56    97    18
   38    79    61
   58    43    19
   59    75    11
   68    29    38
   83    63    56
   51    79     6
   94    50    72
   53    13    93
   92    89    92
   33    10    82
   17    39    66
    9    33    88
   60    99    11
   62     4    46
   28    71    99
   73    20    10
   56    67    95
   28     8    31
    7     2    23
   80    87    46
   61     8    16
   76    63    74
   69    54    41
   54    50    60
   26    36    57
   97    92     7
   91    11    92
   39    80    55
   91    95    52
    0    29    43
   66    89    29
   81    52    36
   14    95    37
   96    14    23
   28    86    39
   44    16    50
    1    86    11
   52    29    94
   50    63    20
   69    74    96
   42    43    95
    7    84    46
   29    45     2
   96    56    78
   66    93     9
    6    95    13
   86    34    86
   21    26    34
    7    58    97
   79    96    98
   71    27    60
   90    22    24
   84    63    73
   92    12    92
   83    67    86
   96    43    48
   74    23    25
   11    81    72
   46    81    64
   37     3    76
   19    76    86
   34    53     3
   14    78    67
   61    83    99
   15    15    68
   85    25    46
   35    21    47
   76    25     4
   63    56    74
   13     0    10
   78    48    82
   88    39    90
   16    89    77
   35    50    98
    5    63    68
   78    76    69
   72     5    41
   88    15    46
   43    24    94
   32    62    25
   51    93    59
   47    16     1
   80    13    52
   58    34    98
   20     3    63
   65    93   100
   50    79    20
   41    36    44
   68    42    48
   66     9    19
   84    72    36
   27    61     6
   66     0    86
   81    45    49
   17    66    74
   56    27    74
   28    50     3
   79    42    22
   95    33    68
   55    69    74
   60    22    28
   48    48    86
   30    23    39
   81    54    88
    9    92    66
   26    26    53
   27    84    16
   33    46    25
   74    71    25
   19    72     4
   38    37    86
   62     1    17
   70    37   100
   40    34    12
   82    51    99
   22    72    60
   94    31    29
   14    30    44
   89    12    54
   73     2    16
   56    32    63
   40    90    10
   31    34    97
    4    92    62
   18    41    75
    1    78    12
    3    50    91
   76    74    89
   92    12   100
   45    47    12
   49    87    29
   58    53    76
   24    75    33
   64    90    15
   53    59    30
   54    23    59
   55     5    25
   61     2    94
   15    79    43
   53    94    98
   80    99    30
   60    14    35
   68    61    20
   36    36    92
   57    70    85
   90    66    87
    1    29    45
   53    16    84
   31    57    94
   52    94     3
    9    85    64
   55     3    21
   74    12    98
   39    77    92
   72    18    30
   66    82    97
   17    31    10
    4    36    85
   21    38    59
   37    31    46
   62     8    64
   23    46    18
   80    48    39
   50    91    20
   78    97    77
   88     7     7
   45    43    12
   45    72    82
   25     0     6
   39    79    50
   81    27    25
   37    19    41
   49    77    18
   28    20    85
   19    82    83
   67    71    48
   53    94    85
   17    24    92
   79    40    45
   92    26    25
   30    32    48
   81    44    25
   35    21    17
   56    44    76
   95    91    29
    0    50    46
   74     7     8
   82    84    81
    7    34    45
   20    53    46
   77    86    65
   21    99     5
   45     2    35
    8    72    60
   20     2    89
   22     3    43
   31    99     1
   98    25    42
   36    14    59
   65    76    36
    6    72    89
   67    32    57
   75    12    87
   88    61    70
   21     7    39
   46    99    35
   28    81    27
   58    65    89
   54    33    92
   70    68     8
   86    28    60
   89    92    42
   24    28    43
   64    40    56
   18    35    31
   27    54    32
   91    33    92
   87    94    25
   45    62    10
   31    58    25
   75    98    90
   57    68    52
   12    42    50
    7    24     4
   17    49    74
   31    91    10
   30    43    75
   38    94     7
   93    83    75
   95    16    60
   43    93    92
   74    54    54
   83    37    11
   45    66    43
   31    88    31
   70    47    43
   99    62    30
   24    19    40
   74    16    81
   59    26    53
   49    22    89
   20    46    33
   63    43    33
   74    12    14
   38    60     6
   54    39    94
   78     4     7
   32    51    45
   85     2    35
   44    15    43
   61    58   100
   59    60    47
   35    80    90
   19    65    70
   75    66    17
   82    36     3
   34    58    77
   35    16    98
   46    94     9
   44    54    55
   67    82    46
   56    25    25
   12    45    97
   62    61    11
   46    43    22
   61     6    97
   54    92    53
   21    18    85
   33    30     9
   83    55    80
   56     3    42
    0    15    95
   89     4    30
   10    76    84
   38    96    19
    3    63    45
   93     5     1
   32    60    86
   72    82    49
   32    13    53
   85    67    26
   13    23    15
   83    19    37
   33    37    86
   14    52    75
    8    74     8
    6    50     9
   12    19    37
   29    96    45
   70    17    96
   31    64    75
   62    49     6
   10     4    72
   59    39     7
   74    65    22
   63    57    36
    9    45    32
   53    65    51
   69    28    59
   29    18    58
   98    73    55
   25    27    58
   84    42    34
   18    89    40
   50    35    27
   76    86    22
   96    73    56
    5    60    46
   36    57    87
   49    86    45
   48    12    92
   24    74    33
   21    62     4
    5    50    61
   55    47    56
   23    31    61
   19     1    17
   96    23     8
   75    58    14
   89    16    69
   97    57    20
   72    37    49
   87     7    96
   22    45   100
   30    10    98
   90    94    95
   24    64    78
   25    93    52
   33    86    11
   97    49     1
   57    72    99
